type,clients,size,opDistribution,unevenScale,accessDistribution,productsAccessed,initialStock,amountLimit,isolation,noCollision,initialNodes,workers,balanceAlgorithm,balanceDelta,balanceMinmaxK,balanceMinDiff,balanceWindow,adjustAlgorithm,adjustDelta,adjustWindow,tx/s,ar,rt,tx/s_err,rt_err,rt_95,rt_add,rt_sub,balance_time,adjust_time,variation,max_avg_variation,zeros
normal,8,2,uniform,100,uniform,3,8192,3,4,false,8,all,minmax,100,1,10,1000,linear,1000,100,674.8833333333333,0.874974141417884,1.4791716800928556,196.63433830335939,0.4361732550540419,2.012751,1.4773130463163064,1.4810512700044702,0.0,0.0,0.0,0.0,0.0
mrv,8,2,uniform,100,uniform,3,8192,3,4,false,8,all,minmax,100,1,10,1000,linear,1000,100,3172.6,0.11103431528216245,2.3062561014730294,457.42982193993424,0.4851455648268157,2.709593,2.279013218987965,2.333667233198082,18.246350364963504,21.84375,0.12062846388590323,0.1215025171125605,0.20826833073322934
normal,8,8,uniform,100,uniform,3,8192,3,4,false,8,all,minmax,100,1,10,1000,linear,1000,100,693.25,0.8166215513212771,1.889091871138358,150.76324154116617,0.7956402373170693,3.393901,1.884286832563895,1.893996586717839,0.0,0.0,0.0,0.0,0.0
mrv,8,8,uniform,100,uniform,3,8192,3,4,false,8,all,minmax,100,1,10,1000,linear,1000,100,2812.8333333333335,0.1328318484035721,2.552268052610061,383.97225507406995,0.4898750484736613,3.223363,2.534677919291547,2.570057756974818,28.233663366336632,30.15625,0.08348190094723493,0.08589819399529863,0.10855520751761942
normal,8,32,uniform,100,uniform,3,8192,3,4,false,8,all,minmax,100,1,10,1000,linear,1000,100,1746.4,0.602248700847628,2.088732433653993,354.7471634840792,0.6804992178074766,3.215214,2.0855076746418777,2.0919700206548346,0.0,0.0,0.0,0.0,0.0
mrv,8,32,uniform,100,uniform,3,8192,3,4,false,8,all,minmax,100,1,10,1000,linear,1000,100,3098.1666666666665,0.09605920911867105,2.383397624740438,469.57283070183405,0.5829597698314597,3.04934,2.331307989833087,2.4359341539093227,29.961847389558233,24.0,0.06966146600072362,0.07646047240231475,0.03509160756501182
normal,8,128,uniform,100,uniform,3,8192,3,4,false,8,all,minmax,100,1,10,1000,linear,1000,100,3068.1833333333334,0.274443883905346,2.004879444128176,638.0832059117892,0.5523588526053849,2.562194,2.004562087167281,2.0051965357173884,0.0,0.0,0.0,0.0,0.0
mrv,8,128,uniform,100,uniform,3,8192,3,4,false,8,all,minmax,100,1,10,1000,linear,1000,100,3249.9,0.07680726456677256,2.2980808771141676,359.01406936219087,0.5665749734673153,2.843114,2.2262552399550266,2.370406253162342,94.26646706586827,161.12280701754386,0.0763753512808387,0.10259644387223901,0.01652913610431948
normal,8,512,uniform,100,uniform,3,8192,3,4,false,8,all,minmax,100,1,10,1000,linear,1000,100,3507.366666666667,0.0792017257146358,1.9654145472529247,751.320388383012,0.6705181158927944,2.407928,1.9668872402254887,1.9639525086882001,0.0,0.0,0.0,0.0,0.0
mrv,8,512,uniform,100,uniform,3,8192,3,4,false,8,all,minmax,100,1,10,1000,linear,1000,100,3135.4666666666667,0.06604246615466336,2.2670782084485035,716.4648142093231,0.45488013506527836,2.696429,2.2380613040538386,2.2961834725780177,222.2089552238806,661.05,0.0631713408527058,0.11717348175846314,0.01487226761460102
