type,clients,size,opDistribution,unevenScale,accessDistribution,productsAccessed,initialStock,amountLimit,isolation,noCollision,initialNodes,workers,balanceAlgorithm,balanceDelta,balanceMinmaxK,balanceMinDiff,balanceWindow,adjustAlgorithm,adjustDelta,adjustWindow,tx/s,ar,rt,tx/s_err,rt_err,rt_95,rt_add,rt_sub,balance_time,adjust_time,variation,max_avg_variation,zeros
mrv,64,64,uneven,1000,uniform,1,0,3,4,false,64,balance,minmax,100,32,0,1000,linear,1000,100,24516.51667,0.173982479,2.352924393,3408.376949,0.735992618,3.177361,2.572227642,2.352666022,439.0409836,0,0.747880436,1.349121296,15.14598177
mrv,64,64,uneven,1000,uniform,1,0,3,4,false,128,balance,minmax,100,1,0,1000,linear,1000,100,24983.33333,0.135972757,2.320635081,2557.842972,0.822146012,3.084863,2.515665534,2.320413387,158.7362205,0,2.58211702,3.748137772,95.33392339
mrv,64,64,uneven,1000,uniform,1,0,3,4,false,128,balance,minmax,100,2,0,1000,linear,1000,100,24168.45,0.14285537,2.408456871,2239.801861,0.831145614,3.292176,2.547094616,2.408296739,168.5469388,0,1.923314212,3.03060084,74.63982443
mrv,64,64,uneven,1000,uniform,1,0,3,4,false,128,balance,minmax,100,4,0,1000,linear,1000,100,23814.36667,0.152036851,2.445386564,2638.687335,0.761419212,3.330103,2.573192538,2.445240332,179.9659574,0,1.457272949,2.305928484,58.2366229
mrv,64,64,uneven,1000,uniform,1,0,3,4,false,128,balance,minmax,100,8,0,1000,linear,1000,100,25013.45,0.129199137,2.363763483,2149.22366,0.749263875,3.183495,2.610891678,2.363482743,192.2755556,0,1.11731436,1.816130771,43.51352243
mrv,64,64,uneven,1000,uniform,1,0,3,4,false,128,balance,minmax,100,16,0,1000,linear,1000,100,22353.55,0.182908129,2.559587887,3248.988313,0.811669903,3.53983,2.644578559,2.559489298,243.0208333,0,0.984281051,1.627918009,42.34192639
mrv,64,64,uneven,1000,uniform,1,0,3,4,false,128,balance,minmax,100,32,0,1000,linear,1000,100,22952.53333,0.18418259,2.483587217,2722.81161,0.794186707,3.428686,2.700971923,2.483323128,311.88125,0,1.033917387,1.642513546,39.46426006
mrv,64,64,uneven,1000,uniform,1,0,3,4,false,128,balance,minmax,100,64,0,1000,linear,1000,100,22163.05,0.185808095,2.546669047,2431.699256,0.847506993,3.533424,2.76874669,2.546393485,602.606383,0,1.500374572,2.766967581,3.96E+01
mrv,64,64,uneven,1000,uniform,1,0,3,4,false,256,balance,minmax,100,1,0,1000,linear,1000,100,22861.53333,0.130013535,2.519817952,1457.621929,0.954499384,3.482536,2.523544867,2.519813486,175.5523013,0,3.691564817,5.536040568,220.4021916
mrv,64,64,uneven,1000,uniform,1,0,3,4,false,256,balance,minmax,100,2,0,1000,linear,1000,100,22015.36667,0.152504878,2.590090719,1833.053264,0.87352283,3.622987,2.835234482,2.589806072,183.125,0,3.049402648,4.178231239,207.2842656
mrv,64,64,uneven,1000,uniform,1,0,3,4,false,256,balance,minmax,100,4,0,1000,linear,1000,100,23559.43333,0.115201795,2.499674745,1405.981902,0.828526013,3.469677,2.602227957,2.499553736,188.2763158,0,2.135479229,3.235004571,152.4610145
mrv,64,64,uneven,1000,uniform,1,0,3,4,false,256,balance,minmax,100,8,0,1000,linear,1000,100,22023.55,0.155063558,2.602124467,1176.462312,0.870965787,3.696285,2.573018173,2.602158583,202.2110092,0,1.716070947,2.666081923,130.5612957
mrv,64,64,uneven,1000,uniform,1,0,3,4,false,256,balance,minmax,100,16,0,1000,linear,1000,100,21670.16667,0.159673153,2.636188501,1216.019096,0.873865,3.770621,2.818678264,2.63597013,225.1674877,0,1.480879007,2.306255443,108.2729906
mrv,64,64,uneven,1000,uniform,1,0,3,4,false,256,balance,minmax,100,32,0,1000,linear,1000,100,19316.3,0.196513955,2.859461946,1866.515546,0.975583963,4.205708,2.861019487,2.859460027,317.1582278,0,1.658793868,2.765263894,108.2735467
mrv,64,64,uneven,1000,uniform,1,0,3,4,false,256,balance,minmax,100,64,0,1000,linear,1000,100,17615.38333,0.249386576,2.98998761,2253.130491,1.070477888,4.461163,3.191218571,2.989729678,469.362069,0,2.051548463,2.967564782,112.9357013
mrv,64,64,uneven,1000,uniform,1,0,3,4,false,256,balance,minmax,100,128,0,1000,linear,1000,100,15846.45,0.266410509,3.262835987,1375.639183,1.209482599,4.940382,3.446118143,3.26259239,1038.241379,0,3.03119608,4.928888885,117.991759
