clients,size,initialStock,amountLimit,isolation,noCollisions,adjustAlgorithm,time (s),nodes,ar
8,1,0,3,4,false,quadratic,111,475,0.024847095
8,1,0,3,4,false,quadratic,112,475,0.02615045
8,1,0,3,4,false,quadratic,112,475,0.028398334
8,1,0,3,4,false,quadratic,113,475,0.023830384
8,1,0,3,4,false,quadratic,113,475,0.023074524
8,1,0,3,4,false,quadratic,114,475,0.025134927
8,1,0,3,4,false,quadratic,114,475,0.023339318
8,1,0,3,4,false,quadratic,115,475,0.024234111
8,1,0,3,4,false,quadratic,115,475,0.021363174
8,1,0,3,4,false,quadratic,116,475,0.021298004
8,1,0,3,4,false,quadratic,116,475,0.026888098
8,1,0,3,4,false,quadratic,117,475,0.024083584
8,1,0,3,4,false,quadratic,117,475,0.020626735
8,1,0,3,4,false,quadratic,118,475,0.02045728
8,1,0,3,4,false,quadratic,118,475,0.018649518
8,1,0,3,4,false,quadratic,119,475,0.020165703
8,1,0,3,4,false,quadratic,119,475,0.027760051
8,1,0,3,4,false,quadratic,120,475,0.026191638
8,1,0,3,4,false,quadratic,120,475,0.023794615
