clients,size,initialStock,amountLimit,isolation,noCollisions,adjustAlgorithm,time,nodes,ar
8,256,8192,3,4,false,linear,129600,454,0.011363636363636364
8,256,8192,3,4,false,linear,141632,330,0.011049723756906077
8,256,8192,3,4,false,linear,59203,314,0.019593345656192238
8,256,8192,3,4,false,linear,35143,310,0.01629036867676479
8,256,8192,3,4,false,linear,47175,330,0.01179245283018868
8,256,8192,3,4,false,linear,86345,937,0.03501126972201352
8,256,8192,3,4,false,linear,72267,827,0.0452418096723869
8,256,8192,3,4,false,linear,166729,307,0.023492560689115115
8,256,8192,3,4,false,linear,115532,946,0.03623611922852133
8,256,8192,3,4,false,linear,101457,973,0.037549407114624504
8,256,8192,3,4,false,linear,178769,314,0.014920424403183023
8,256,8192,3,4,false,linear,22100,329,0.014858841010401188
8,256,8192,3,4,false,linear,128597,424,0.011732229123533472
8,256,8192,3,4,false,linear,140630,326,0.01683937823834197
8,256,8192,3,4,false,linear,9045,318,0.014492753623188406
8,256,8192,3,4,false,linear,85332,927,0.0
8,256,8192,3,4,false,linear,153684,324,0.018118735543562067
8,256,8192,3,4,false,linear,177754,323,0.0
8,256,8192,3,4,false,linear,58201,308,0.014024041213508873
8,256,8192,3,4,false,linear,114522,1011,0.026499302649930265
8,256,8192,3,4,false,linear,34141,330,0.025500910746812388
8,256,8192,3,4,false,linear,46173,332,0.020764511562057573
8,256,8192,3,4,false,linear,165727,314,0.014278914802475012
8,256,8192,3,4,false,linear,71264,797,0.041001294777729826
8,256,8192,3,4,false,linear,100450,948,0.03225806451612903
8,256,8192,3,4,false,linear,127588,480,0.010578512396694216
8,256,8192,3,4,false,linear,84329,927,0.033430941922889215
8,256,8192,3,4,false,linear,152683,329,0.015205435134260757
8,256,8192,3,4,false,linear,8042,315,0.015286624203821656
8,256,8192,3,4,false,linear,21099,312,0.022399056881815503
8,256,8192,3,4,false,linear,113516,970,0.030787753697970415
8,256,8192,3,4,false,linear,57198,317,0.011437908496732025
8,256,8192,3,4,false,linear,139628,326,0.016010385114668974
8,256,8192,3,4,false,linear,99440,1013,0.036574487065120426
8,256,8192,3,4,false,linear,33138,323,0.012067578439259855
8,256,8192,3,4,false,linear,176752,323,0.010380622837370242
8,256,8192,3,4,false,linear,45171,332,0.017207147584381206
8,256,8192,3,4,false,linear,70260,739,0.04503413345078176
8,256,8192,3,4,false,linear,164725,321,0.016216216216216217
8,256,8192,3,4,false,linear,126586,590,0.002881844380403458
8,256,8192,3,4,false,linear,151676,352,0.019305019305019305
8,256,8192,3,4,false,linear,83326,898,0.03856287425149701
8,256,8192,3,4,false,linear,7040,318,0.015342960288808664
8,256,8192,3,4,false,linear,138626,332,0.0160741885625966
8,256,8192,3,4,false,linear,20097,330,0.028462998102466792
8,256,8192,3,4,false,linear,112512,976,0.0354228855721393
8,256,8192,3,4,false,linear,163715,358,0.020710059171597635
8,256,8192,3,4,false,linear,56196,308,0.014274981217129978
8,256,8192,3,4,false,linear,175750,320,0.018541409147095178
8,256,8192,3,4,false,linear,98438,944,0.03493521403969165
8,256,8192,3,4,false,linear,32136,308,0.019321148825065273
8,256,8192,3,4,false,linear,69257,771,0.043781480046493605
8,256,8192,3,4,false,linear,44169,360,0.043478260869565216
8,256,8192,3,4,false,linear,150664,306,0.0210016155088853
8,256,8192,3,4,false,linear,19084,322,0.012934518997574777
8,256,8192,3,4,false,linear,125583,585,0.011485451761102604
8,256,8192,3,4,false,linear,97422,984,0.039473684210526314
8,256,8192,3,4,false,linear,82323,950,0.038910505836575876
8,256,8192,3,4,false,linear,111508,996,0.035266191929467616
8,256,8192,3,4,false,linear,137623,369,0.025547445255474453
8,256,8192,3,4,false,linear,162711,318,0.013626040878122634
8,256,8192,3,4,false,linear,6039,350,0.013793103448275862
8,256,8192,3,4,false,linear,55193,316,0.01493212669683258
8,256,8192,3,4,false,linear,31134,313,0.014345035862589657
8,256,8192,3,4,false,linear,43166,345,0.016556291390728478
8,256,8192,3,4,false,linear,174748,319,0.0141725719049604
8,256,8192,3,4,false,linear,68254,712,0.03506600660066007
8,256,8192,3,4,false,linear,149661,317,0.013080990815474534
8,256,8192,3,4,false,linear,5026,328,0.015051740357478834
8,256,8192,3,4,false,linear,18082,320,0.017543859649122806
8,256,8192,3,4,false,linear,96418,954,0.03551368001449538
8,256,8192,3,4,false,linear,124580,747,0.008297115764519953
8,256,8192,3,4,false,linear,81318,882,0.034550839091806514
8,256,8192,3,4,false,linear,110506,950,0.03682032253460825
8,256,8192,3,4,false,linear,148654,327,0.014540167211922937
8,256,8192,3,4,false,linear,17069,318,0.01733677609738104
8,256,8192,3,4,false,linear,136620,333,0.018769551616266946
8,256,8192,3,4,false,linear,161708,332,0.0172543135783946
8,256,8192,3,4,false,linear,54192,327,0.01544898616028323
8,256,8192,3,4,false,linear,173746,323,0.015654351909830933
8,256,8192,3,4,false,linear,30131,318,0.015319148936170212
8,256,8192,3,4,false,linear,42163,327,0.020011771630370805
8,256,8192,3,4,false,linear,67250,678,0.049019607843137254
8,256,8192,3,4,false,linear,95415,949,0.03630523651936928
8,256,8192,3,4,false,linear,4024,323,0.013769363166953529
8,256,8192,3,4,false,linear,123577,764,0.010594196222938737
8,256,8192,3,4,false,linear,147643,327,0.01405152224824356
8,256,8192,3,4,false,linear,66237,663,0.04072608796835001
8,256,8192,3,4,false,linear,80316,876,0.037473023347066904
8,256,8192,3,4,false,linear,109502,943,0.03480624232859898
8,256,8192,3,4,false,linear,135618,316,0.01965856182100362
8,256,8192,3,4,false,linear,160707,331,0.01824817518248175
8,256,8192,3,4,false,linear,16067,312,0.016251050714485852
8,256,8192,3,4,false,linear,94402,966,0.03603366649132036
8,256,8192,3,4,false,linear,79300,888,0.036128604574080216
8,256,8192,3,4,false,linear,53190,376,0.01977401129943503
8,256,8192,3,4,false,linear,29129,337,0.006482982171799027
8,256,8192,3,4,false,linear,41162,327,0.012918853451756156
8,256,8192,3,4,false,linear,172744,359,0.01893939393939394
8,256,8192,3,4,false,linear,3021,316,0.01752136752136752
8,256,8192,3,4,false,linear,122574,914,0.008759923350670681
8,256,8192,3,4,false,linear,134611,341,0.011988716502115656
8,256,8192,3,4,false,linear,65234,591,0.04550039224476073
8,256,8192,3,4,false,linear,146641,346,0.011363636363636364
8,256,8192,3,4,false,linear,108500,943,0.035227272727272725
8,256,8192,3,4,false,linear,93398,937,0.03480650332035722
8,256,8192,3,4,false,linear,15065,323,0.0110803324099723
8,256,8192,3,4,false,linear,78298,871,0.03549736806586584
8,256,8192,3,4,false,linear,159705,337,0.01783264746227709
8,256,8192,3,4,false,linear,52188,339,0.01633705932932072
8,256,8192,3,4,false,linear,28126,326,0.019543973941368076
8,256,8192,3,4,false,linear,40159,328,0.014368694588810762
8,256,8192,3,4,false,linear,171741,314,0.02158894645941278
8,256,8192,3,4,false,linear,64226,615,0.04584269662921348
8,256,8192,3,4,false,linear,121571,962,0.008838383838383838
8,256,8192,3,4,false,linear,2019,288,0.02102973168963017
8,256,8192,3,4,false,linear,145639,331,0.018311291963377416
8,256,8192,3,4,false,linear,92391,986,0.033444816053511704
8,256,8192,3,4,false,linear,107497,936,0.03407587119541244
8,256,8192,3,4,false,linear,158696,331,0.016354016354016353
8,256,8192,3,4,false,linear,133609,349,0.015023721665788086
8,256,8192,3,4,false,linear,91375,956,0.030901561006690028
8,256,8192,3,4,false,linear,14063,328,0.012195121951219513
8,256,8192,3,4,false,linear,27119,308,0.02375407545412203
8,256,8192,3,4,false,linear,77294,885,0.04036697247706422
8,256,8192,3,4,false,linear,51184,326,0.019251925192519254
8,256,8192,3,4,false,linear,170739,330,0.01794616151545364
8,256,8192,3,4,false,linear,39157,360,0.00468384074941452
8,256,8192,3,4,false,linear,63224,486,0.0599652832570617
8,256,8192,3,4,false,linear,120569,951,0.032691374008739275
8,256,8192,3,4,false,linear,1017,256,0.015170670037926675
8,256,8192,3,4,false,linear,132606,349,0.014285714285714285
8,256,8192,3,4,false,linear,106494,982,0.027540360873694207
8,256,8192,3,4,false,linear,144637,338,0.01712846347607053
8,256,8192,3,4,false,linear,157693,348,0.01556420233463035
